No.	Functions	DeviceProperty Code / Command Id	Mode	ILX-LR1	ILCE-1M2	ILCE-1	ILCE-9M3	ILCE-9M2	ILCE-7RM5	ILCE-7RM4A	ILCE-7RM4	ILCE-7CR	ILCE-7SM3	ILCE-7M4	ILCE-7CM2	ILCE-7C	ILCE-6700	MPC-2610	ILME-FX6	ILME-FX2	ILME-FX3A	ILME-FX3	ILME-FX30	PXW-Z200	HXR-NX800	ZV-E1	ZV-E10M2	DSC-RX0M2	ILME-FR7	BRC-AM7
560	Body Serial Number	:ref:`CrDeviceProperty_BodySerialNumber<dp-BodySerialNumber>`	R/T	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔
561	Shutter Release	:ref:`CrDeviceProperty_S2<dp-S2>`	R/T	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	\-	\-	✔	✔	✔	✔	\-	\-	✔	✔	✔	\-	\-
562	Camera Lever Function	:ref:`CrDeviceProperty_CameraLeverFunction<dp-CameraLeverFunction>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	✔	✔	\-	\-	✔	✔	\-	\-	\-
563	Tele/Wide Lever  Value capability	:ref:`CrDeviceProperty_TeleWideLeverValueCapability<dp-TeleWideLeverValueCapability>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-
564	HW Signal Shooting Timing Pre-notification	:ref:`CrDeviceProperty_ShootingTimingPreNotificationMode<dp-ShootingTimingPreNotificationMode>`	R/T	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
565	Microphone Directivity	:ref:`CrDeviceProperty_MicrophoneDirectivity<dp-MicrophoneDirectivity>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-
566	Product Showcase Set	:ref:`CrDeviceProperty_ProductShowcaseSet<dp-ProductShowcaseSet>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-
567	Amount of Defocus Setting	:ref:`CrDeviceProperty_AmountOfDefocusSetting<dp-AmountOfDefocusSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-
568	Cinematic Vlog Setting	:ref:`CrDeviceProperty_CinematicVlogSetting<dp-CinematicVlogSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-
569	Cinematic Vlog Look	:ref:`CrDeviceProperty_CinematicVlogLook<dp-CinematicVlogLook>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-
570	Cinematic Vlog Mood	:ref:`CrDeviceProperty_CinematicVlogMood<dp-CinematicVlogMood>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-
571	Cinematic Vlog AF Transition Speed	:ref:`CrDeviceProperty_CinematicVlogAFTransitionSpeed<dp-CinematicVlogAFTransitionSpeed>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-
572	Monitoring Output Display SDI	:ref:`CrDeviceProperty_MonitoringOutputDisplaySDI<dp-MonitoringOutputDisplaySDI>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-
573	AF Area Position(x,y) (AF-C)	:ref:`CrDeviceProperty_AFAreaPositionAF_C<dp-AFAreaPositionAF_C>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
574	AF Area Position(x,y) (AF-S)	:ref:`CrDeviceProperty_AFAreaPositionAF_S<dp-AFAreaPositionAF_S>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
575	Auto Focus Hold	:ref:`CrDeviceProperty_AutoFocusHold<dp-AutoFocusHold>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
576	Push AF Mode Setting	:ref:`CrDeviceProperty_PushAFModeSetting<dp-PushAFModeSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
577	Touch Function in MF	:ref:`CrDeviceProperty_TouchFunctionInMF<dp-TouchFunctionInMF>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
578	Push Auto Focus	:ref:`CrDeviceProperty_PushAutoFocus<dp-PushAutoFocus>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
579	Push AGC	:ref:`CrDeviceProperty_PushAGC<dp-PushAGC>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
580	Push Auto Iris	:ref:`CrDeviceProperty_PushAutoIris<dp-PushAutoIris>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
581	Push Auto ND Filter	:ref:`CrDeviceProperty_PushAutoNDFilter<dp-PushAutoNDFilter>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
582	ND Filter Preset Select	:ref:`CrDeviceProperty_NDFilterPresetSelect<dp-NDFilterPresetSelect>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
583	ND Filter Preset 1 Value	:ref:`CrDeviceProperty_NDFilterPreset1Value<dp-NDFilterPreset1Value>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
584	ND Filter Preset 2 Value	:ref:`CrDeviceProperty_NDFilterPreset2Value<dp-NDFilterPreset2Value>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
585	ND Filter Preset 3 Value	:ref:`CrDeviceProperty_NDFilterPreset3Value<dp-NDFilterPreset3Value>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
586	White Balance Switch	:ref:`CrDeviceProperty_WhiteBalanceSwitch<dp-WhiteBalanceSwitch>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
587	White Balance Preset Color Temperature	:ref:`CrDeviceProperty_WhiteBalancePresetColorTemperature<dp-WhiteBalancePresetColorTemperature>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
588	White Balance R Gain	:ref:`CrDeviceProperty_WhiteBalanceRGain<dp-WhiteBalanceRGain>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
589	White Balance B Gain	:ref:`CrDeviceProperty_WhiteBalanceBGain<dp-WhiteBalanceBGain>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
590	White Balance Offset Color Temp ATW	:ref:`CrDeviceProperty_WhiteBalanceOffsetColorTempATW<dp-WhiteBalanceOffsetColorTempATW>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
591	White Balance Offset Tint ATW	:ref:`CrDeviceProperty_WhiteBalanceOffsetTintATW<dp-WhiteBalanceOffsetTintATW>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
592	White Balance Offset Setting	:ref:`CrDeviceProperty_WhiteBalanceOffsetSetting<dp-WhiteBalanceOffsetSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
593	White Balance Offset Color Temp	:ref:`CrDeviceProperty_WhiteBalanceOffsetColorTemp<dp-WhiteBalanceOffsetColorTemp>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\*1
594	Paint/Look Master Black	:ref:`CrDeviceProperty_PaintLookMasterBlack<dp-PaintLookMasterBlack>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
595	Paint/Look R Black	:ref:`CrDeviceProperty_PaintLookRBlack<dp-PaintLookRBlack>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
596	Paint/Look B Black	:ref:`CrDeviceProperty_PaintLookBBlack<dp-PaintLookBBlack>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
597	Paint/Look Knee Setting	:ref:`CrDeviceProperty_PaintLookKneeSetting<dp-PaintLookKneeSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
598	Paint/Look Auto Knee	:ref:`CrDeviceProperty_PaintLookAutoKnee<dp-PaintLookAutoKnee>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
599	Paint/Look Knee Point	:ref:`CrDeviceProperty_PaintLookKneePoint<dp-PaintLookKneePoint>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
600	Paint/Look Knee Slope	:ref:`CrDeviceProperty_PaintLookKneeSlope<dp-PaintLookKneeSlope>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
601	Paint/Look Detail Setting	:ref:`CrDeviceProperty_PaintLookDetailSetting<dp-PaintLookDetailSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
602	Paint/Look Detail Level	:ref:`CrDeviceProperty_PaintLookDetailLevel<dp-PaintLookDetailLevel>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
603	UserBaseLook Output	:ref:`CrDeviceProperty_UserBaseLookOutput<dp-UserBaseLookOutput>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
604	Monitor LUT Setting 1	:ref:`CrDeviceProperty_MonitorLUTSetting1<dp-MonitorLUTSetting1>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
605	Monitor LUT Setting 2	:ref:`CrDeviceProperty_MonitorLUTSetting2<dp-MonitorLUTSetting2>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
606	Monitor LUT Setting 3	:ref:`CrDeviceProperty_MonitorLUTSetting3<dp-MonitorLUTSetting3>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
607	S&Q Mode Setting	:ref:`CrDeviceProperty_SQModeSetting<dp-SQModeSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\*1	\-	\-	\-	\-	✔	✔	\-	\-	\-	✔	✔
608	Movie Quality FullAuto Mode	:ref:`CrDeviceProperty_MovieQualityFullAutoMode<dp-MovieQualityFullAutoMode>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
609	De-Squeeze Display Ratio	:ref:`CrDeviceProperty_DeSqueezeDisplayRatio<dp-DeSqueezeDisplayRatio>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
610	Zoom Position Setting	:ref:`CrDeviceProperty_ZoomPositionSetting<dp-ZoomPositionSetting>`	R/T	✔	✔	✔	✔	\-	\-	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	\-	\-	\-	\-	✔
611	Zoom Position Current Value	:ref:`CrDeviceProperty_ZoomPositionCurrentValue<dp-ZoomPositionCurrentValue>`	R/T	✔	✔	✔	✔	\-	\-	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	\-	\-	\-	\-	\*1
612	Cancel Zoom Position	:ref:`CrCommandId_CancelZoomPosition<command-CancelZoomPosition>`	R/T	✔	✔	✔	✔	\-	\-	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	\-	\-	\-	\-	\-
613	File Settings Camera ID	:ref:`CrDeviceProperty_FileSettingsCameraId<dp-FileSettingsCameraId>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	✔	✔	\-	\-	\-	\-	\-	\-	\-
614	File Settings Reel Number	:ref:`CrDeviceProperty_FileSettingsReelNumber<dp-FileSettingsReelNumber>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	✔	✔	\-	\-	\-	\-	\-	\-	\-
615	File Settings Camera Position	:ref:`CrDeviceProperty_FileSettingsCameraPosition<dp-FileSettingsCameraPosition>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	✔	✔	\-	\-	\-	\-	\-	\-	\-
616	Image Stabilization Framing Stabilizer	:ref:`CrDeviceProperty_ImageStabilizationFramingStabilizer<dp-ImageStabilizationFramingStabilizer>`	R/T	\-	✔	\-	\-	\-	\-	\-	\-	✔	\-	\-	✔	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-
617	Exposure Step	:ref:`CrDeviceProperty_ExposureStep<dp-ExposureStep>`	R/T	\-	\-	\-	\-	\-	\*1	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-	\*1	\*1	\*1	\*1	\*1	\*1	\*1	\-	\-	\-	\-
618	Enlarge Screen Setting	:ref:`CrDeviceProperty_EnlargeScreenSetting<dp-EnlargeScreenSetting>`	R/T	✔	✔	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-
619	Simul Rec Setting	:ref:`CrDeviceProperty_SimulRecSetting<dp-SimulRecSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	✔	✔
620	Simul Rec Setting (Movie Rec Button)	:ref:`CrDeviceProperty_SimulRecSettingMovieRecButton<dp-SimulRecSettingMovieRecButton>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
621	OSD Image Mode	:ref:`CrDeviceProperty_OSDImageMode<dp-OSDImageMode>`	R/T	✔	✔	✔	✔	\-	✔	\-	\-	\-	\-	✔	\-	\-	✔	\-	\-	✔	✔	✔	✔	✔	✔	✔	\-	\-	\-	\-
622	Debug Mode	:ref:`CrDeviceProperty_DebugMode<dp-DebugMode>`	R/T	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
623	Shutter Select Mode	:ref:`CrDeviceProperty_ShutterSelectMode<dp-ShutterSelectMode>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\*1	\*1
624	Monitoring Transport Protocol	:ref:`CrDeviceProperty_MonitoringTransportProtocol<dp-MonitoringTransportProtocol>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	✔	✔	✔	✔	✔	\-	\-	\-	\-	\-
625	Monitoring Available Format	:ref:`CrDeviceProperty_MonitoringAvailableFormat<dp-MonitoringAvailableFormat>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\*1	✔	✔	✔	✔	✔	\-	\-	\-	\-	\-
626	Monitoring Format Support Information	:ref:`CrDeviceProperty_MonitoringFormatSupportInformation<dp-MonitoringFormatSupportInformation>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\*1	✔	✔	✔	✔	✔	\-	\-	\-	\-	\-
627	ContentsInfoList Enable Status (SLOT1)	:ref:`CrDeviceProperty_MediaSLOT1_ContentsInfoListEnableStatus<dp-MediaSLOT1_ContentsInfoListEnableStatus>`	T	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	✔	\-	\-	\-	\-
628	ContentsInfoList Enable Status (SLOT2)	:ref:`CrDeviceProperty_MediaSLOT2_ContentsInfoListEnableStatus<dp-MediaSLOT2_ContentsInfoListEnableStatus>`	T	\-	✔	✔	✔	\-	✔	\-	\-	\-	✔	✔	\-	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	\-	\-	\-	\-	\-
629	ContentsInfoList regenerate time (SLOT1)	:ref:`CrDeviceProperty_MediaSLOT1_ContentsInfoListRegenerateUpdateTime<dp-MediaSLOT1_ContentsInfoListRegenerateUpdateTime>`	T	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	✔	\-	\-	\-	\-
630	ContentsInfoList regenerate time (SLOT2)	:ref:`CrDeviceProperty_MediaSLOT2_ContentsInfoListRegenerateUpdateTime<dp-MediaSLOT2_ContentsInfoListRegenerateUpdateTime>`	T	\-	✔	✔	✔	\-	✔	\-	\-	\-	✔	✔	\-	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	\-	\-	\-	\-	\-
631	Media SLOT1 Contents Info List Update Time	:ref:`CrDeviceProperty_MediaSLOT1_ContentsInfoListUpdateTime<dp-MediaSLOT1_ContentsInfoListUpdateTime>`	T	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	✔	\-	\-	\-	\-
632	Media SLOT2 Contents Info List Update Time	:ref:`CrDeviceProperty_MediaSLOT2_ContentsInfoListUpdateTime<dp-MediaSLOT2_ContentsInfoListUpdateTime>`	T	\-	✔	✔	✔	\-	✔	\-	\-	\-	✔	✔	\-	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	\-	\-	\-	\-	\-
633	Post View Transfer Resource Status	:ref:`CrDeviceProperty_PostViewTransferResourceStatus<dp-PostViewTransferResourceStatus>`	T	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	✔	✔	✔	✔	\-	\-	✔	\-	\-	\-	\-
634	Camera System Error Info	:ref:`CrDeviceProperty_CameraSystemErrorInfo<dp-CameraSystemErrorInfo>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
635	Face Eye Detection AF Status	:ref:`CrDeviceProperty_FaceEyeDetectionAFStatus<dp-FaceEyeDetectionAFStatus>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
636	Upload Dataset Version	:ref:`CrDeviceProperty_UploadDatasetVersion<dp-UploadDatasetVersion>`	R/T	✔	✔	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	\-	\-	\-
637	Monitor LUT Setting Output Dest Assign	:ref:`CrDeviceProperty_MonitorLUTSettingOutputDestAssign<dp-MonitorLUTSettingOutputDestAssign>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
638	Maximum Number Of Bytes	:ref:`CrDeviceProperty_MaximumNumberOfBytes<dp-MaximumNumberOfBytes>`	R/T	✔	✔	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	\-	✔	✔
639	Firmware Update Command Version	:ref:`CrDeviceProperty_FirmwareUpdateCommandVersion<dp-FirmwareUpdateCommandVersion>`	R/T	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
640	Model Name	:ref:`CrDeviceProperty_ModelName<dp-ModelName>`	R/T	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔	✔
641	Movie Rec Button Toggle 2	:ref:`CrCommandId_MovieRecButtonToggle2<command-MovieRecButtonToggle2>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	✔	✔
642	Auto Recognition Target Candidates	:ref:`CrDeviceProperty_AutoRecognitionTargetCandidates<dp-AutoRecognitionTargetCandidates>`	R/T	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
643	Auto Recognition Target Setting	:ref:`CrDeviceProperty_AutoRecognitionTargetSetting<dp-AutoRecognitionTargetSetting>`	R/T	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
644	RemoteKey Thumbnail Button	:ref:`CrDeviceProperty_RemoteKeyThumbnailButton<dp-RemoteKeyThumbnailButton>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
645	RemoteKey SLOT Select Button	:ref:`CrDeviceProperty_RemoteKeySLOTSelectButton<dp-RemoteKeySLOTSelectButton>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
646	Pan Position Status	:ref:`CrDeviceProperty_PanPositionStatus<dp-PanPositionStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
647	Tilt Position Status	:ref:`CrDeviceProperty_TiltPositionStatus<dp-TiltPositionStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
648	Pan Position Current Value	:ref:`CrDeviceProperty_PanPositionCurrentValue<dp-PanPositionCurrentValue>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
649	Tilt Position Current Value	:ref:`CrDeviceProperty_TiltPositionCurrentValue<dp-TiltPositionCurrentValue>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
650	Pan-Tilt Acceleration Ramp Curve	:ref:`CrDeviceProperty_PanTiltAccelerationRampCurve<dp-PanTiltAccelerationRampCurve>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
651	Pan Limit Mode	:ref:`CrDeviceProperty_PanLimitMode<dp-PanLimitMode>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
652	Pan Limit Range Minimum	:ref:`CrDeviceProperty_PanLimitRangeMinimum<dp-PanLimitRangeMinimum>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
653	Pan Limit Range Maximum	:ref:`CrDeviceProperty_PanLimitRangeMaximum<dp-PanLimitRangeMaximum>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
